section,part,page,category,block_summary,text
Section 4. Initial Engagement Analysis,Part 4. System Analysis,70,plain text,,"CW applicants and recipients are given the CalWORKs Stage One Child Care Informing Notice and Request Form (CCP7) at the time of application, prior to or during appraisal, when the WTW Plan is signed, at each annual redetermination, and anytime they express a need for child care."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,70,plain text,,"The client will also receive a few copies of the Reimbursement Report Form (CCP 2145 - once CalSAWS goes live, CalSAWS will automatically send the CCP 2145 to the client monthly).The CCP 2145 must be submitted for a child care payment to be made. The client will work with the provider to get the reimbursement forms completed and submitted, it is the responsibility of the client and provider to submit the forms timely."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,70,plain text,,"Once the Child Care Packet is returned, it is reviewed and approved or denied by the caseworker and supervisor. If denied, the client and child care provider will be sent Denial NOAs. If approved, the client and provider will be sent approval NOAs and a copy of the approved Child Care Plan."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,70,plain text,,The Agency does not provide vouchers for child care assistance. The Agency pays the child care provider directly. The child care payment is mailed to the provider in form of a
Section 4. Initial Engagement Analysis,Part 4. System Analysis,70,plain text,,"client is expected to be referred to WTW, is employed, is required to participate, or is participating in an Agency-approved WTW/Cal-Learn activity or activities."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,70,page number,,71
Section 4. Initial Engagement Analysis,Part 4. System Analysis,71,title,,3. How does the CWD ensure transportation needs are addressed for clients to attend Orientation and Appraisal?
Section 4. Initial Engagement Analysis,Part 4. System Analysis,71,plain text,,"The access to immediate and continuous child care for clients helps with the early engagement process, especially engaging with a WTW activity promptly. The Agency also provides short-term child care services for WTW clients to attend Orientation and Appraisal. Short-term child care can be approved for up to sixteen (16) hours per request and as many times as needed if the client meets eligibility requirements. Upon receiving a request for short term child care from the client, the caseworker contacts the client, explains the eligibility criteria, the procedure for obtaining payment, refers the client, or assists them by contacting the dedicated CHS child care hotline for child care provider referral assistance as appropriate. Clients must provide a copy of the Provider's valid ID and completed W-9 for child care approval and reimbursement."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,71,plain text,,"During Initial Engagement, case managers discuss and assess participant needs for reasonable accommodations and advanced supportive services such as transportation, ensuring that the participant has the resources available to participate in the Orientation and Appraisal/Re-appraisal interview."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,71,plain text,,"CalWORKs Stage One Child Care promotes parental choice when choosing a child care provider with options that include center-based care, family day care homes, and license- exempt providers. The client can stop and change providers at any time; a new Child Care Plan is required if the provider changes. Retroactive payments are limited to no more than 30 days prior to the change of providers. Once a client is stable, they are referred to the Children's Home Society or Orange County Department of Education for transfer to Stage 2 or 3 child care (local child care Alternative Payment Providers). Child care services are to be seamless, with no break, during the transition between the three (3) stages of child care."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,71,plain text,,The case manager provides options for available transportation modes such as bus pass or mileage reimbursement if client chooses to use their own vehicle for the Orientation and Appraisal appointments. Parking costs incurred by the client while using his/her car when attending WTW activities are reimbursable at actual cost. Youth bus pass and transportation for children to and from child care providers are available supportive services as well.
Section 4. Initial Engagement Analysis,Part 4. System Analysis,71,plain text,,"Throughout the Initial Engagement process, caseworkers communicate with clients to discuss and assess their needs for reasonable accommodations and supportive services ensuring access to all available resources."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,71,plain text,,check (warrant). The client will also be mailed the approval notice each time a child care payment is issued.
Section 4. Initial Engagement Analysis,Part 4. System Analysis,71,page number,,72
Section 4. Initial Engagement Analysis,Part 4. System Analysis,72,title,,4. General Measure Analysis S
Section 4. Initial Engagement Analysis,Part 4. System Analysis,72,plain text,,"Clients who choose to drive their own car or who borrow a vehicle to get to and from their WTW activity, when public transportation is available, and the round-trip travel time to the WTW activity exceeds a total of two-hours on public transportation, will be authorized mileage reimbursement at the established per mile rate. The mileage reimbursement payments are intended to cover the car owner's per mile cost of gas, oil changes, batteries, tires, other routine maintenance, car insurance, and license and registration fees."
